Logical Clock; Device Time; Event Code; Signal; Info; Segment Id; Event Code Id; Device Id; Signal Id;
117458; 2019-10-24 11:20:35; Information; ; FeedbackIdentifier=pump1,Host=127.0.0.1,Port=41000; 18446744073709551615; 13; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136063; 2019-10-26 02:55:34; Level; Basal Insulin rate; 1.67999; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136018; 2019-10-26 02:55:34; Level; COB; 7.74668e-05; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136036; 2019-10-24 11:22:09; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136015; 2019-10-26 02:55:34; Level; Basal Insulin intake; 0.139999; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136037; 2019-10-24 11:22:09; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136017; 2019-10-26 02:55:34; Level; Insulin activity; 0.0988161; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136039; 2019-10-24 11:22:09; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136050; 2019-10-26 03:00:34; Level; Blood glucose; 4.72559; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136057; 2019-10-26 03:00:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136058; 2019-10-24 11:22:09; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136051; 2019-10-26 03:00:34; Level; Interstitial glucose; 4.81408; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136060; 2019-10-24 11:22:09; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136053; 2019-10-26 03:00:34; Level; IOB; 0.823489; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136062; 2019-10-24 11:22:09; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136056; 2019-10-26 03:00:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136068; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136100; 2019-10-26 03:00:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136055; 2019-10-26 03:00:34; Level; COB; 6.0913e-05; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136069; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136052; 2019-10-26 03:00:34; Level; Basal Insulin intake; 0.139999; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136073; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136054; 2019-10-26 03:00:34; Level; Insulin activity; 0.0978091; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136074; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136091; 2019-10-26 03:05:34; Level; Blood glucose; 4.7856; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136098; 2019-10-26 03:05:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136099; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136092; 2019-10-26 03:05:34; Level; Interstitial glucose; 4.87389; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136106; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136094; 2019-10-26 03:05:34; Level; IOB; 0.817944; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136108; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136097; 2019-10-26 03:05:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136110; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136141; 2019-10-26 03:05:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136096; 2019-10-26 03:05:34; Level; COB; 4.78866e-05; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136114; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136093; 2019-10-26 03:05:34; Level; Basal Insulin intake; 0.139999; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136115; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136095; 2019-10-26 03:05:34; Level; Insulin activity; 0.0969878; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136117; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136127; 2019-10-26 03:10:34; Level; Blood glucose; 4.84486; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136134; 2019-10-26 03:10:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136135; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136128; 2019-10-26 03:10:34; Level; Interstitial glucose; 4.93318; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136139; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136130; 2019-10-26 03:10:34; Level; IOB; 0.770825; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136140; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136133; 2019-10-26 03:10:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136147; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136180; 2019-10-26 03:10:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136132; 2019-10-26 03:10:34; Level; COB; 3.76384e-05; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136148; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136129; 2019-10-26 03:10:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136150; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136131; 2019-10-26 03:10:34; Level; Insulin activity; 0.096318; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136152; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136167; 2019-10-26 03:15:34; Level; Blood glucose; 4.903; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136176; 2019-10-26 03:15:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136177; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136168; 2019-10-26 03:15:34; Level; Interstitial glucose; 4.99156; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136178; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136170; 2019-10-26 03:15:34; Level; IOB; 0.727828; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136179; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136204; 2019-10-26 03:15:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136172; 2019-10-26 03:15:34; Level; COB; 2.95776e-05; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136184; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136173; 2019-10-26 03:15:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136186; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136169; 2019-10-26 03:15:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136190; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136171; 2019-10-26 03:15:34; Level; Insulin activity; 0.0913015; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136191; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136210; 2019-10-26 03:20:34; Level; Blood glucose; 4.9597; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136217; 2019-10-26 03:20:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136219; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136211; 2019-10-26 03:20:34; Level; Interstitial glucose; 5.04872; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136221; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136213; 2019-10-26 03:20:34; Level; IOB; 0.691726; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136223; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136216; 2019-10-26 03:20:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136227; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136258; 2019-10-26 03:20:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136215; 2019-10-26 03:20:34; Level; COB; 2.32387e-05; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136228; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136212; 2019-10-26 03:20:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136231; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136214; 2019-10-26 03:20:34; Level; Insulin activity; 0.0862477; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136233; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136244; 2019-10-26 03:25:34; Level; Blood glucose; 5.01677; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136252; 2019-10-26 03:25:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136253; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136245; 2019-10-26 03:25:34; Level; Interstitial glucose; 5.10567; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136255; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136247; 2019-10-26 03:25:34; Level; IOB; 0.662006; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136257; 2019-10-24 11:22:11; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136250; 2019-10-26 03:25:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136266; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136297; 2019-10-26 03:25:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136299; 2019-10-26 03:25:34; Level; {09b16b4a-54c2-4c6a-948a-3def8533059b}; 2; 0; 2; {00000000-0000-0000-0000-000000000000}; {09b16b4a-54c2-4c6a-948a-3def8533059b}
136249; 2019-10-26 03:25:34; Level; COB; 1.82549e-05; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136267; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136246; 2019-10-26 03:25:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136268; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136248; 2019-10-26 03:25:34; Level; Insulin activity; 0.0819098; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136269; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136284; 2019-10-26 03:30:34; Level; Blood glucose; 5.07564; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136292; 2019-10-26 03:30:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136293; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136285; 2019-10-26 03:30:34; Level; Interstitial glucose; 5.16369; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136294; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136287; 2019-10-26 03:30:34; Level; IOB; 0.637667; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136296; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136323; 2019-10-26 03:30:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136289; 2019-10-26 03:30:34; Level; COB; 1.43374e-05; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136311; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136290; 2019-10-26 03:30:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136313; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136286; 2019-10-26 03:30:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136314; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136288; 2019-10-26 03:30:34; Level; Insulin activity; 0.078321; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136315; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136332; 2019-10-26 03:35:34; Level; Blood glucose; 5.13709; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136339; 2019-10-26 03:35:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136340; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136333; 2019-10-26 03:35:34; Level; Interstitial glucose; 5.22375; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136341; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136335; 2019-10-26 03:35:34; Level; IOB; 2.43316; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136344; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136338; 2019-10-26 03:35:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136353; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136377; 2019-10-26 03:35:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136337; 2019-10-26 03:35:34; Level; COB; 1.12586e-05; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136355; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136334; 2019-10-26 03:35:34; Level; Basal Insulin intake; 2.09333; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136357; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136336; 2019-10-26 03:35:34; Level; Insulin activity; 0.0753792; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136359; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136364; 2019-10-26 03:40:34; Level; Blood glucose; 5.20139; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136371; 2019-10-26 03:40:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
136372; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136365; 2019-10-26 03:40:34; Level; Interstitial glucose; 5.28635; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {3034568d-f498-455b-ac6a-bcf301f69c9e}
136374; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136367; 2019-10-26 03:40:34; Level; IOB; 2.27575; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {313a1c11-6bac-46e2-8938-7353409f2fcd}
136376; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136370; 2019-10-26 03:40:34; Information; ; Bergman_Feedback_Request; 0; 13; {10659c91-1ffb-403c-bdf6-35b256b30801}; {00000000-0000-0000-0000-000000000000}
136382; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136414; 2019-10-26 03:40:34; Level; Basal Insulin rate; 1.12; 0; 2; {00000000-0000-0000-0000-000000000000}; {b5897bbd-1e32-408a-a0d5-c5bfecf447d9}
136416; 2019-10-26 03:40:34; Level; Carbohydrates intake; 43.2317; 0; 2; {00000000-0000-0000-0000-000000000000}; {37aa6ac1-6984-4a06-92cc-a660110d0dc7}
136369; 2019-10-26 03:40:34; Level; COB; 8.83945e-06; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {b74aa581-538c-4b30-b764-5bd0d97b0727}
136385; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136366; 2019-10-26 03:40:34; Level; Basal Insulin intake; 0.0933329; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {bf88a8cb-1290-4477-a2cf-bdd06df628ab}
136386; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136368; 2019-10-26 03:40:34; Level; Insulin activity; 0.261859; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {dd057b62-cbd9-45e2-b102-de941049a55a}
136391; 2019-10-24 11:22:12; Synchronization; ; pump1; 18446744073709551615; 12; {00000000-0000-0000-0000-000000000000}; {00000000-0000-0000-0000-000000000000}
136405; 2019-10-26 03:45:34; Level; Blood glucose; 5.26841; 0; 2; {10659c91-1ffb-403c-bdf6-35b256b30801}; {f666f6c2-d7c0-43e8-8ee1-c8caa8f860e5}
136412; 2019-10-26 03:45:34; Level; Constant model - Constant blood; 5.5; 0; 2; {14a25f4c-e1b1-85c4-1274-9a0d11e09813}; {203f7b77-0839-4382-90b1-3392a1df5c16}
